mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8vb	Ottava:8va	decrescendo_hairpin
7	7	28	28	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	241												
7	7	57/2	57/2	0.5	3/8	3/8	Chord	9/8	1	1	1/8	1/8	1	242												
7	7	117/4	117/4	0.125	9/16	9/16	Chord	9/8	1	1	1/32	1/32	1	243									57			
7	7	235/8	235/8	0.125	19/32	19/32	Chord	9/8	1	1	1/32	1/32	1	244									57			
7	7	59/2	59/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	245		articAccentAbove										
7	7	30	30	0.5	3/4	3/4	Chord	9/8	1	1	1/8	1/8	1	246		articStaccatoBelow										
7	7	123/4	123/4	0.125	15/16	15/16	Chord	9/8	1	1	1/32	1/32	1	247									58			
7	7	247/8	247/8	0.125	31/32	31/32	Chord	9/8	1	1	1/32	1/32	1	248									58			
7	7	31	31	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	249		articAccentAbove										
7	7	27	27	0.0	0	0	Dynamic	9/8	2	1	0				p											
7	7	27	27	0.5	0	0	Chord	9/8	2	1	1/8	1/8	1	250		articStaccatoBelow										
7	7	111/4	111/4	0.125	3/16	3/16	Chord	9/8	2	1	1/32	1/32	1	251									59			
7	7	223/8	223/8	0.125	7/32	7/32	Chord	9/8	2	1	1/32	1/32	1	252									59			
7	7	28	28	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	253												
7	7	57/2	57/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8	1/8	1	254		articStaccatoBelow										
7	7	117/4	117/4	0.125	9/16	9/16	Chord	9/8	2	1	1/32	1/32	1	255									60			
7	7	235/8	235/8	0.125	19/32	19/32	Chord	9/8	2	1	1/32	1/32	1	256									60			
7	7	59/2	59/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	257		articAccentAbove										
7	7	30	30	0.5	3/4	3/4	Chord	9/8	2	1	1/8	1/8	1	258		articStaccatoBelow										
7	7	123/4	123/4	0.125	15/16	15/16	Chord	9/8	2	1	1/32	1/32	1	259									61			
7	7	247/8	247/8	0.125	31/32	31/32	Chord	9/8	2	1	1/32	1/32	1	260									61			
7	7	31	31	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	261		articAccentAbove										
7	7	27	27	0.5	0	0	Chord	9/8	3	1	1/8	1/8	1	262		articStaccatoBelow										
7	7	111/4	111/4	0.25	3/16	3/16	Chord	9/8	3	1	1/16	1/16	1	263									62			
7	7	28	28	0.5	1/4	1/4	Chord	9/8	3	1	1/8	1/8	1	264		articStaccatoBelow										
7	7	57/2	57/2	0.0	3/8	3/8	StaffText	9/8	3	1	0						etc.									
7	7	57/2	57/2	0.5	3/8	3/8	Chord	9/8	3	1	1/8	1/8	1	265												
7	7	27	27	0.5	0	0	Chord	9/8	4	1	1/8	1/8	1	266												
7	7	111/4	111/4	0.25	3/16	3/16	Chord	9/8	4	1	1/16	1/16	1	267									63			
7	7	28	28	0.5	1/4	1/4	Chord	9/8	4	1	1/8	1/8	1	268		articStaccatoBelow										
7	7	57/2	57/2	0.5	3/8	3/8	Chord	9/8	4	1	1/8	1/8	1	269												
8	8	63/2	63/2	0.5	0	0	Chord	9/8	1	1	1/8	1/8	1	270												
8	8	129/4	129/4	0.125	3/16	3/16	Chord	9/8	1	1	1/32	1/32	1	271									64			
8	8	259/8	259/8	0.125	7/32	7/32	Chord	9/8	1	1	1/32	1/32	1	272									64			
8	8	65/2	65/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	273		articAccentAbove										
8	8	33	33	0.0	3/8	3/8	StaffText	9/8	1	1	0						dim.									
8	8	33	33	0.5	3/8	3/8	Chord	9/8	1	1	1/8	1/8	1	274												
8	8	135/4	135/4	0.125	9/16	9/16	Chord	9/8	1	1	1/32	1/32	1	275									65			
8	8	271/8	271/8	0.125	19/32	19/32	Chord	9/8	1	1	1/32	1/32	1	276									65			
8	8	34	34	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	277		articAccentAbove										
8	8	69/2	69/2	0.0	3/4	3/4	Dynamic	9/8	1	1	0				pp											
8	8	69/2	69/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8	1/8	1	278												
8	8	141/4	141/4	0.125	15/16	15/16	Chord	9/8	1	1	1/32	1/32	1	279									66			
8	8	283/8	283/8	0.125	31/32	31/32	Chord	9/8	1	1	1/32	1/32	1	280									66			
8	8	71/2	71/2	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	281		articAccentAbove										
8	8	63/2	63/2	0.5	0	0	Chord	9/8	2	1	1/8	1/8	1	282												
8	8	129/4	129/4	0.125	3/16	3/16	Chord	9/8	2	1	1/32	1/32	1	283									67			
8	8	259/8	259/8	0.125	7/32	7/32	Chord	9/8	2	1	1/32	1/32	1	284									67			
8	8	65/2	65/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	285		articAccentAbove										
8	8	33	33	0.5	3/8	3/8	Chord	9/8	2	1	1/8	1/8	1	286												
8	8	135/4	135/4	0.125	9/16	9/16	Chord	9/8	2	1	1/32	1/32	1	287									68			
8	8	271/8	271/8	0.125	19/32	19/32	Chord	9/8	2	1	1/32	1/32	1	288									68			
8	8	34	34	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	289		articAccentAbove										
8	8	69/2	69/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8	1/8	1	290												
8	8	141/4	141/4	0.125	15/16	15/16	Chord	9/8	2	1	1/32	1/32	1	291									69			
8	8	283/8	283/8	0.125	31/32	31/32	Chord	9/8	2	1	1/32	1/32	1	292									69			
8	8	71/2	71/2	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	293		articAccentAbove										
9	9	36	36	0.25	0	0	Chord	9/8	1	1	1/16	1/16	1	294									70			
9	9	145/4	145/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16	1/16	1	295									70			
9	9	73/2	73/2	0.25	1/8	1/8	Chord	9/8	1	1	1/16	1/16	1	296									70			
9	9	147/4	147/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	297									70			
9	9	37	37	0.25	1/4	1/4	Chord	9/8	1	1	1/16	1/16	1	298									70			
9	9	149/4	149/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16	1/16	1	299												
9	9	75/2	75/2	0.25	3/8	3/8	Chord	9/8	1	1	1/16	1/16	1	300									71			
9	9	151/4	151/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16	1/16	1	301									71			
9	9	38	38	0.25	1/2	1/2	Chord	9/8	1	1	1/16	1/16	1	302									71			
9	9	153/4	153/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	303									71			
9	9	77/2	77/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16	1/16	1	304									71			
9	9	155/4	155/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16	1/16	1	305												
9	9	39	39	0.25	3/4	3/4	Chord	9/8	1	1	1/16	1/16	1	306									72			
9	9	157/4	157/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16	1/16	1	307									72			
9	9	79/2	79/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16	1/16	1	308									72			
9	9	159/4	159/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16	1/16	1	309									72			
9	9	40	40	0.25	1	1	Chord	9/8	1	1	1/16	1/16	1	310									72			
9	9	161/4	161/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16	1/16	1	311												
9	9	36	36	0.0	0	0	Dynamic	9/8	2	1	0				mf											
9	9	36	36	1.0	0	0	Chord	9/8	2	1	1/4	1/4	1	312		articAccentAbove										
9	9	37	37	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	313												
9	9	75/2	75/2	1.0	3/8	3/8	Chord	9/8	2	1	1/4	1/4	1	314		articAccentAbove										
9	9	77/2	77/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	315												
9	9	39	39	1.0	3/4	3/4	Chord	9/8	2	1	1/4	1/4	1	316		articAccentAbove										
9	9	40	40	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	317												
10	10	81/2	81/2	0.25	0	0	Chord	9/8	1	1	1/16	1/16	1	318									73			
10	10	163/4	163/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16	1/16	1	319									73			
10	10	41	41	0.25	1/8	1/8	Chord	9/8	1	1	1/16	1/16	1	320									73			
10	10	165/4	165/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	321									73			
10	10	83/2	83/2	0.25	1/4	1/4	Chord	9/8	1	1	1/16	1/16	1	322									73			
10	10	167/4	167/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16	1/16	1	323												
10	10	42	42	0.25	3/8	3/8	Chord	9/8	1	1	1/16	1/16	1	324									74			
10	10	169/4	169/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16	1/16	1	325									74			
10	10	85/2	85/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16	1/16	1	326									74			
10	10	171/4	171/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	327									74			
10	10	43	43	0.25	5/8	5/8	Chord	9/8	1	1	1/16	1/16	1	328									74			
10	10	173/4	173/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16	1/16	1	329												
10	10	87/2	87/2	0.25	3/4	3/4	Chord	9/8	1	1	1/16	1/16	1	330									75			
10	10	175/4	175/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16	1/16	1	331									75			
10	10	44	44	0.25	7/8	7/8	Chord	9/8	1	1	1/16	1/16	1	332									75			
10	10	177/4	177/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16	1/16	1	333									75			
10	10	89/2	89/2	0.25	1	1	Chord	9/8	1	1	1/16	1/16	1	334									75			
10	10	179/4	179/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16	1/16	1	335		articStaccatoBelow										
10	10	81/2	81/2	1.0	0	0	Chord	9/8	2	1	1/4	1/4	1	336		articAccentAbove										
10	10	83/2	83/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	337		articTenutoAbove										
10	10	42	42	1.0	3/8	3/8	Chord	9/8	2	1	1/4	1/4	1	338		articAccentAbove										
10	10	43	43	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	339		articTenutoAbove										
10	10	87/2	87/2	1.0	3/4	3/4	Chord	9/8	2	1	1/4	1/4	1	340		articAccentAbove										
10	10	89/2	89/2	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	341		articTenutoAbove										
11	11	45	45	0.25	0	0	Chord	9/8	1	1	1/16	1/16	1	342									76			
11	11	181/4	181/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16	1/16	1	343									76			
11	11	91/2	91/2	0.25	1/8	1/8	Chord	9/8	1	1	1/16	1/16	1	344									76			
11	11	183/4	183/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	345									76			
11	11	46	46	0.25	1/4	1/4	Chord	9/8	1	1	1/16	1/16	1	346									76			
11	11	185/4	185/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16	1/16	1	347												
11	11	93/2	93/2	0.25	3/8	3/8	Chord	9/8	1	1	1/16	1/16	1	348									77			
11	11	187/4	187/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16	1/16	1	349									77			
11	11	47	47	0.25	1/2	1/2	Chord	9/8	1	1	1/16	1/16	1	350									77			
11	11	189/4	189/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	351									77			
11	11	95/2	95/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16	1/16	1	352									77			
11	11	191/4	191/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16	1/16	1	353												
11	11	48	48	0.25	3/4	3/4	Chord	9/8	1	1	1/16	1/16	1	354									78			
11	11	193/4	193/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16	1/16	1	355									78			
11	11	97/2	97/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16	1/16	1	356									78			
11	11	195/4	195/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16	1/16	1	357									78			
11	11	49	49	0.25	1	1	Chord	9/8	1	1	1/16	1/16	1	358									78			
11	11	197/4	197/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16	1/16	1	359												
11	11	45	45	0.0	0	0	StaffText	9/8	2	1	0						cresc.									
11	11	45	45	1.0	0	0	Chord	9/8	2	1	1/4	1/4	1	360		articAccentAbove										
11	11	46	46	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	361		articTenutoAbove										
11	11	93/2	93/2	1.0	3/8	3/8	Chord	9/8	2	1	1/4	1/4	1	362		articAccentAbove										
11	11	95/2	95/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	363		articTenutoAbove										
11	11	48	48	1.0	3/4	3/4	Chord	9/8	2	1	1/4	1/4	1	364		articAccentAbove										
11	11	49	49	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	365		articTenutoAbove										
12	12	99/2	99/2	0.25	0	0	Chord	9/8	1	1	1/16	1/16	1	366									79			
12	12	199/4	199/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16	1/16	1	367									79			
12	12	50	50	0.25	1/8	1/8	Chord	9/8	1	1	1/16	1/16	1	368									79			
12	12	201/4	201/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	369									79			
12	12	101/2	101/2	0.25	1/4	1/4	Chord	9/8	1	1	1/16	1/16	1	370									79			
12	12	203/4	203/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16	1/16	1	371												
12	12	51	51	0.25	3/8	3/8	Chord	9/8	1	1	1/16	1/16	1	372									80			
12	12	205/4	205/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16	1/16	1	373									80			
12	12	103/2	103/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16	1/16	1	374									80			
12	12	207/4	207/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	375									80			
12	12	52	52	0.25	5/8	5/8	Chord	9/8	1	1	1/16	1/16	1	376									80			
12	12	209/4	209/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16	1/16	1	377												
12	12	105/2	105/2	0.25	3/4	3/4	Chord	9/8	1	1	1/16	1/16	1	378									81			
12	12	211/4	211/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16	1/16	1	379									81			
12	12	53	53	0.25	7/8	7/8	Chord	9/8	1	1	1/16	1/16	1	380									81			
12	12	213/4	213/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16	1/16	1	381									81			
12	12	107/2	107/2	0.25	1	1	Chord	9/8	1	1	1/16	1/16	1	382									81			
12	12	215/4	215/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16	1/16	1	383		articStaccatoAbove										
12	12	99/2	99/2	1.0	0	0	Chord	9/8	2	1	1/4	1/4	1	384		articAccentAbove										
12	12	101/2	101/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	385		articTenutoAbove										
12	12	51	51	1.0	3/8	3/8	Chord	9/8	2	1	1/4	1/4	1	386		articAccentAbove										
12	12	52	52	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	387		articTenutoAbove										
12	12	105/2	105/2	1.0	3/4	3/4	Chord	9/8	2	1	1/4	1/4	1	388		articAccentAbove										
12	12	107/2	107/2	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	389		articTenutoAbove										
13	13	54	54	0.25	0	0	Chord	9/8	1	1	1/16	1/16	1	390									82			
13	13	217/4	217/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16	1/16	1	391									82			
13	13	109/2	109/2	0.25	1/8	1/8	Chord	9/8	1	1	1/16	1/16	1	392									82			
13	13	219/4	219/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	393									82			
13	13	55	55	0.25	1/4	1/4	Chord	9/8	1	1	1/16	1/16	1	394									82			
13	13	221/4	221/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16	1/16	1	395												
13	13	111/2	111/2	0.25	3/8	3/8	Chord	9/8	1	1	1/16	1/16	1	396									83			
13	13	223/4	223/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16	1/16	1	397									83			
13	13	56	56	0.25	1/2	1/2	Chord	9/8	1	1	1/16	1/16	1	398									83			
13	13	225/4	225/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	399									83			
13	13	113/2	113/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16	1/16	1	400									83			
13	13	227/4	227/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16	1/16	1	401												
13	13	57	57	0.25	3/4	3/4	Chord	9/8	1	1	1/16	1/16	1	402									84			
13	13	229/4	229/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16	1/16	1	403									84			
13	13	115/2	115/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16	1/16	1	404									84			
13	13	231/4	231/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16	1/16	1	405									84			
13	13	58	58	0.25	1	1	Chord	9/8	1	1	1/16	1/16	1	406									84			
13	13	233/4	233/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16	1/16	1	407												
13	13	54	54	0.0	0	0	Dynamic	9/8	2	1	0				f											
13	13	54	54	1.0	0	0	Chord	9/8	2	1	1/4	1/4	1	408		articAccentAbove										
13	13	55	55	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	409		articTenutoAbove										
13	13	111/2	111/2	1.0	3/8	3/8	Chord	9/8	2	1	1/4	1/4	1	410		articAccentAbove										
13	13	113/2	113/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	411		articTenutoAbove										
13	13	57	57	1.0	3/4	3/4	Chord	9/8	2	1	1/4	1/4	1	412		articAccentAbove										
13	13	58	58	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	413		articTenutoAbove										
14	14	117/2	117/2	0.25	0	0	Chord	9/8	1	1	1/16	1/16	1	414									85			
14	14	235/4	235/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16	1/16	1	415									85			
14	14	59	59	0.25	1/8	1/8	Chord	9/8	1	1	1/16	1/16	1	416									85			
14	14	237/4	237/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	417									85			
14	14	119/2	119/2	0.25	1/4	1/4	Chord	9/8	1	1	1/16	1/16	1	418									85			
14	14	239/4	239/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16	1/16	1	419												
14	14	60	60	0.25	3/8	3/8	Chord	9/8	1	1	1/16	1/16	1	420									86			
14	14	241/4	241/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16	1/16	1	421									86			
14	14	121/2	121/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16	1/16	1	422									86			
14	14	243/4	243/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	423									86			
14	14	61	61	0.25	5/8	5/8	Chord	9/8	1	1	1/16	1/16	1	424									86			
14	14	245/4	245/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16	1/16	1	425												
14	14	123/2	123/2	0.25	3/4	3/4	Chord	9/8	1	1	1/16	1/16	1	426									87			
14	14	247/4	247/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16	1/16	1	427									87			
14	14	62	62	0.25	7/8	7/8	Chord	9/8	1	1	1/16	1/16	1	428									87			
14	14	249/4	249/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16	1/16	1	429									87			
14	14	125/2	125/2	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	430												
14	14	117/2	117/2	1.0	0	0	Chord	9/8	2	1	1/4	1/4	1	431		articAccentAbove										
14	14	119/2	119/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	432		articTenutoAbove										
14	14	60	60	1.0	3/8	3/8	Chord	9/8	2	1	1/4	1/4	1	433		articAccentAbove										
14	14	61	61	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	434		articTenutoAbove										
14	14	123/2	123/2	1.0	3/4	3/4	Chord	9/8	2	1	1/4	1/4	1	435		articAccentAbove										
14	14	125/2	125/2	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	436		articTenutoAbove										
15	15	63	63	0.0	0	0	Spanner	6/8	1	1	0														0	
15	15	63	63	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	437											0	
15	15	127/2	127/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	438											0	
15	15	64	64	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	439											0	
15	15	129/2	129/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	440											0	
15	15	65	65	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	441											0	
15	15	131/2	131/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	442											0	
15	15	63	63	0.0	0	0	Dynamic	6/8	2	1	0				ff											
15	15	63	63	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	443												
15	15	127/2	127/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	444												
15	15	64	64	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	445												
15	15	129/2	129/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	446												
15	15	65	65	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	447												
15	15	131/2	131/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	448												
16	16	66	66	0.0	0	0	Spanner	6/8	1	1	0															
16	16	66	66	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	449												
16	16	133/2	133/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	450												
16	16	67	67	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	451												
16	16	135/2	135/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	452												
16	16	68	68	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	453												
16	16	137/2	137/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	454												
16	16	66	66	0.0	0	0	StaffText	6/8	2	1	0						marcato									
16	16	66	66	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	455												
16	16	133/2	133/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	456												
16	16	67	67	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	457												
16	16	135/2	135/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	458												
16	16	68	68	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	459												
16	16	137/2	137/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	460												
17	17	69	69	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	461												
17	17	139/2	139/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	462												
17	17	70	70	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	463												
17	17	141/2	141/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	464												
17	17	71	71	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	465												
17	17	143/2	143/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	466												
17	17	69	69	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	467												
17	17	139/2	139/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	468												
17	17	70	70	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	469												
17	17	141/2	141/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	470												
17	17	71	71	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	471												
17	17	143/2	143/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	472												
