mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur
12	12	139/4	139/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	260		articStaccatoAbove		
12	12	35	35	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	261		articStaccatoAbove		
12	12	143/4	143/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	262		articStaccatoAbove		
12	12	33	33	0.25	0	0	Chord	3/4	1	2	1/16	1/16	1	263				
12	12	133/4	133/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16	1/16	1	264				90
12	12	67/2	67/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	265		articTenutoBelow		
12	12	34	34	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	266				
12	12	137/4	137/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	267				91
12	12	69/2	69/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	268		articTenutoBelow		
12	12	35	35	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	269				
12	12	141/4	141/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	270				92
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	271		articTenutoBelow		
12	12	33	33	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	272		articStaccatoBelow		
12	12	135/4	135/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	273		articStaccatoBelow		
12	12	34	34	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	274		articStaccatoBelow		
12	12	139/4	139/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	275		articStaccatoBelow		
12	12	35	35	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	276		articStaccatoBelow		
12	12	143/4	143/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	277		articStaccatoBelow		
12	12	33	33	0.25	0	0	Chord	3/4	2	2	1/16	1/16	1	278				
12	12	133/4	133/4	0.25	1/16	1/16	Chord	3/4	2	2	1/16	1/16	1	279				93
12	12	67/2	67/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	280		articTenutoAbove		
12	12	34	34	0.25	1/4	1/4	Chord	3/4	2	2	1/16	1/16	1	281				
12	12	137/4	137/4	0.25	5/16	5/16	Chord	3/4	2	2	1/16	1/16	1	282				94
12	12	69/2	69/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	283		articTenutoAbove		
12	12	35	35	0.0	1/2	1/2	StaffText	3/4	2	2	0						poco cresc.	
12	12	35	35	0.25	1/2	1/2	Chord	3/4	2	2	1/16	1/16	1	284				
12	12	141/4	141/4	0.25	9/16	9/16	Chord	3/4	2	2	1/16	1/16	1	285				95
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	286		articTenutoAbove		
13	13	36	36	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	287		articStaccatoAbove		
13	13	147/4	147/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	288		articStaccatoAbove		
13	13	37	37	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	289		articStaccatoAbove		
13	13	151/4	151/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	290		articStaccatoAbove		
13	13	38	38	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	291		articStaccatoAbove		
13	13	155/4	155/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	292		articStaccatoAbove		
13	13	36	36	0.25	0	0	Chord	3/4	1	2	1/16	1/16	1	293				
13	13	145/4	145/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16	1/16	1	294				96
13	13	73/2	73/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	295		articTenutoBelow		
13	13	37	37	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	296				
13	13	149/4	149/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	297				97
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	298		articTenutoBelow		
13	13	38	38	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	299				
13	13	153/4	153/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	300				98
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	301		articTenutoBelow		
13	13	36	36	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	302		articStaccatoBelow		
13	13	147/4	147/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	303		articStaccatoBelow		
13	13	37	37	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	304		articStaccatoBelow		
13	13	151/4	151/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	305		articStaccatoBelow		
13	13	38	38	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	306		articStaccatoBelow		
13	13	155/4	155/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	307		articStaccatoBelow		
13	13	36	36	0.25	0	0	Chord	3/4	2	2	1/16	1/16	1	308				
13	13	145/4	145/4	0.25	1/16	1/16	Chord	3/4	2	2	1/16	1/16	1	309				99
13	13	73/2	73/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	310		articTenutoAbove		
13	13	37	37	0.25	1/4	1/4	Chord	3/4	2	2	1/16	1/16	1	311				
13	13	149/4	149/4	0.25	5/16	5/16	Chord	3/4	2	2	1/16	1/16	1	312				100
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	313		articTenutoAbove		
13	13	38	38	0.25	1/2	1/2	Chord	3/4	2	2	1/16	1/16	1	314				
13	13	153/4	153/4	0.25	9/16	9/16	Chord	3/4	2	2	1/16	1/16	1	315				101
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	316		articTenutoAbove		
14	14	39	39	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	317		articStaccatoAbove		
14	14	159/4	159/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	318		articStaccatoAbove		
14	14	40	40	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	319		articStaccatoAbove		
14	14	163/4	163/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	320		articStaccatoAbove		
14	14	41	41	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	321		articStaccatoAbove		
14	14	167/4	167/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	322		articStaccatoAbove		
14	14	39	39	0.25	0	0	Chord	3/4	1	2	1/16	1/16	1	323				
14	14	157/4	157/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16	1/16	1	324				102
14	14	79/2	79/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	325		articTenutoBelow		
14	14	40	40	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	326				
14	14	161/4	161/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	327				103
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	328		articTenutoBelow		
14	14	41	41	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	329				
14	14	165/4	165/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	330				104
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	331		articTenutoBelow		
14	14	39	39	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	332		articStaccatoBelow		
14	14	159/4	159/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	333		articStaccatoBelow		
14	14	40	40	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	334		articStaccatoBelow		
14	14	163/4	163/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	335		articStaccatoBelow		
14	14	41	41	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	336		articStaccatoBelow		
14	14	167/4	167/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	337		articStaccatoBelow		
14	14	39	39	0.0	0	0	StaffText	3/4	2	2	0						dim.	
14	14	39	39	0.25	0	0	Chord	3/4	2	2	1/16	1/16	1	338				
14	14	157/4	157/4	0.25	1/16	1/16	Chord	3/4	2	2	1/16	1/16	1	339				105
14	14	79/2	79/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	340		articTenutoAbove		
14	14	40	40	0.25	1/4	1/4	Chord	3/4	2	2	1/16	1/16	1	341				
14	14	161/4	161/4	0.25	5/16	5/16	Chord	3/4	2	2	1/16	1/16	1	342				106
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	343		articTenutoAbove		
14	14	41	41	0.25	1/2	1/2	Chord	3/4	2	2	1/16	1/16	1	344				
14	14	165/4	165/4	0.25	9/16	9/16	Chord	3/4	2	2	1/16	1/16	1	345				107
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	346		articTenutoAbove		
15	15	42	42	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	347		articStaccatoAbove		
15	15	171/4	171/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	348		articStaccatoAbove		
15	15	43	43	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	349		articStaccatoAbove		
15	15	175/4	175/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	350		articStaccatoAbove		
15	15	44	44	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	351		articStaccatoAbove		
15	15	179/4	179/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	352		articStaccatoAbove		
15	15	42	42	0.25	0	0	Chord	3/4	1	2	1/16	1/16	1	353				
15	15	169/4	169/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16	1/16	1	354				108
15	15	85/2	85/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	355		articTenutoBelow		
15	15	43	43	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	356				
15	15	173/4	173/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	357				109
15	15	87/2	87/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	358		articTenutoBelow		
15	15	44	44	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	359				
15	15	177/4	177/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	360				110
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	361		articTenutoBelow		
15	15	42	42	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	362		articStaccatoBelow		
15	15	171/4	171/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	363		articStaccatoBelow		
15	15	43	43	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	364		articStaccatoBelow		
15	15	175/4	175/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	365		articStaccatoBelow		
15	15	44	44	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	366		articStaccatoBelow		
15	15	179/4	179/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	367		articStaccatoBelow		
15	15	42	42	0.25	0	0	Chord	3/4	2	2	1/16	1/16	1	368				
15	15	169/4	169/4	0.25	1/16	1/16	Chord	3/4	2	2	1/16	1/16	1	369				111
15	15	85/2	85/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	370		articTenutoAbove		
15	15	43	43	0.25	1/4	1/4	Chord	3/4	2	2	1/16	1/16	1	371				
15	15	173/4	173/4	0.25	5/16	5/16	Chord	3/4	2	2	1/16	1/16	1	372				112
15	15	87/2	87/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	373		articTenutoAbove		
15	15	44	44	0.25	1/2	1/2	Chord	3/4	2	2	1/16	1/16	1	374				
15	15	177/4	177/4	0.25	9/16	9/16	Chord	3/4	2	2	1/16	1/16	1	375				113
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	376		articTenutoAbove		
16	16	45	45	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	377		articTenutoAbove		
16	16	45	45	0.25	0	0	Chord	3/4	1	2	1/16	1/16	1	378				
16	16	181/4	181/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16	1/16	1	379				114
16	16	91/2	91/2	0.25	1/8	1/8	Chord	3/4	1	2	1/16	1/16	1	380				114
16	16	183/4	183/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16	1/16	1	381				114
16	16	46	46	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	382				114
16	16	185/4	185/4	0.5	5/16	5/16	Chord	3/4	1	2	1/8	1/8	1	383				114
16	16	187/4	187/4	0.25	7/16	7/16	Chord	3/4	1	2	1/16	1/16	1	384				114
16	16	47	47	0.5	1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	385				
16	16	45	45	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	386				
16	16	181/4	181/4	0.0	1/16	1/16	StaffText	3/4	2	1	0						perdendo	
16	16	181/4	181/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	387				
16	16	91/2	91/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	388				
16	16	183/4	183/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	389				
16	16	46	46	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	390				
16	16	185/4	185/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	391				
16	16	93/2	93/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	392				
16	16	187/4	187/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	393				
16	16	47	47	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	394				
16	16	45	45	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	395				
16	16	47	47	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	396				
